id,year,term,r1,r2,r3,r4,r5,b1,b2,ball,date,real_date,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
14126,2014,126,30,9,2,22,34,9,10,3,20141027,2014-10-27,2014-09-30,2014-09-09,2014-09-02,2014-09-22,2014-10-04,2014-10-28,2014-10-07,2014-09-30,2014-10-20,2014-11-01
14127,2014,127,6,15,19,4,2,11,2,2,20141029,2014-10-29,2014-11-01,2014-11-10,2014-11-14,2014-10-30,2014-10-28,2014-02-01,2014-02-10,2014-02-14,2014-01-30,2014-01-28
14128,2014,128,22,2,16,4,34,8,11,1,20141101,2014-11-01,2014-08-18,2014-07-29,2014-08-12,2014-07-31,2014-08-30,2014-11-17,2014-10-28,2014-11-11,2014-10-30,2014-11-29
14129,2014,129,28,7,32,22,30,5,6,2,20141103,2014-11-03,2014-05-25,2014-05-04,2014-05-29,2014-05-19,2014-05-27,2014-06-22,2014-06-01,2014-06-26,2014-06-16,2014-06-24
14130,2014,130,32,18,31,2,33,7,5,1,20141105,2014-11-05,2014-07-31,2014-07-17,2014-07-30,2014-07-01,2014-08-01,2014-05-29,2014-05-15,2014-05-28,2014-04-29,2014-05-30
14131,2014,131,16,23,27,19,3,3,7,2,20141108,2014-11-08,2014-03-11,2014-03-18,2014-03-22,2014-03-14,2014-02-26,2014-07-15,2014-07-22,2014-07-26,2014-07-18,2014-07-02
14132,2014,132,32,1,19,4,3,1,7,2,20141110,2014-11-10,2014-01-30,2013-12-30,2014-01-17,2014-01-02,2014-01-01,2014-07-31,2014-06-30,2014-07-18,2014-07-03,2014-07-02
14133,2014,133,14,12,2,8,18,4,12,1,20141112,2014-11-12,2014-04-13,2014-04-11,2014-04-01,2014-04-07,2014-04-17,2014-12-14,2014-12-12,2014-12-02,2014-12-08,2014-12-18
14134,2014,134,32,7,5,2,11,12,9,1,20141115,2014-11-15,2015-01-01,2014-12-07,2014-12-05,2014-12-02,2014-12-11,2014-10-02,2014-09-07,2014-09-05,2014-09-02,2014-09-11
14135,2014,135,28,26,20,35,30,12,9,3,20141117,2014-11-17,2014-12-28,2014-12-26,2014-12-20,2015-01-04,2014-12-30,2014-09-28,2014-09-26,2014-09-20,2014-10-05,2014-09-30
14136,2014,136,34,4,20,35,18,11,7,3,20141119,2014-11-19,2014-11-29,2014-10-30,2014-11-15,2014-11-30,2014-11-13,2014-08-02,2014-07-03,2014-07-19,2014-08-03,2014-07-17
14137,2014,137,34,22,2,11,16,5,2,2,20141122,2014-11-22,2014-05-31,2014-05-19,2014-04-29,2014-05-08,2014-05-13,2014-03-01,2014-02-17,2014-01-28,2014-02-06,2014-02-11
14138,2014,138,1,29,32,7,34,9,12,1,20141124,2014-11-24,2014-09-01,2014-09-29,2014-10-02,2014-09-07,2014-10-04,2014-12-01,2014-12-29,2015-01-01,2014-12-07,2015-01-03
14139,2014,139,5,15,3,7,34,10,1,3,20141126,2014-11-26,2014-10-03,2014-10-13,2014-10-01,2014-10-05,2014-11-01,2014-01-03,2014-01-13,2014-01-01,2014-01-05,2014-02-01
14140,2014,140,25,34,19,20,1,12,7,1,20141129,2014-11-29,2014-12-25,2015-01-03,2014-12-19,2014-12-20,2014-12-01,2014-07-24,2014-08-02,2014-07-18,2014-07-19,2014-06-30
14141,2014,141,17,29,26,20,4,5,8,3,20141201,2014-12-01,2014-05-14,2014-05-26,2014-05-23,2014-05-17,2014-05-01,2014-08-13,2014-08-25,2014-08-22,2014-08-16,2014-07-31
14142,2014,142,18,25,21,28,30,4,6,2,20141203,2014-12-03,2014-04-17,2014-04-24,2014-04-20,2014-04-27,2014-04-29,2014-06-12,2014-06-19,2014-06-15,2014-06-22,2014-06-24
14143,2014,143,14,11,25,18,1,10,6,2,20141206,2014-12-06,2014-10-12,2014-10-09,2014-10-23,2014-10-16,2014-09-29,2014-06-08,2014-06-05,2014-06-19,2014-06-12,2014-05-26
14144,2014,144,24,35,1,21,25,4,11,1,20141208,2014-12-08,2014-04-23,2014-05-04,2014-03-31,2014-04-20,2014-04-24,2014-11-19,2014-11-30,2014-10-27,2014-11-16,2014-11-20
14145,2014,145,15,24,19,22,26,10,11,1,20141210,2014-12-10,2014-10-13,2014-10-22,2014-10-17,2014-10-20,2014-10-24,2014-11-10,2014-11-19,2014-11-14,2014-11-17,2014-11-21
14146,2014,146,16,2,23,24,28,10,11,3,20141213,2014-12-13,2014-10-14,2014-09-30,2014-10-21,2014-10-22,2014-10-26,2014-11-11,2014-10-28,2014-11-18,2014-11-19,2014-11-23
14147,2014,147,26,34,14,5,9,2,9,2,20141215,2014-12-15,2014-02-21,2014-03-01,2014-02-09,2014-01-31,2014-02-04,2014-09-26,2014-10-04,2014-09-14,2014-09-05,2014-09-09
14148,2014,148,20,3,10,11,9,7,9,2,20141217,2014-12-17,2014-07-19,2014-07-02,2014-07-09,2014-07-10,2014-07-08,2014-09-20,2014-09-03,2014-09-10,2014-09-11,2014-09-09
14149,2014,149,2,35,13,19,26,1,5,3,20141220,2014-12-20,2013-12-31,2014-02-02,2014-01-11,2014-01-17,2014-01-24,2014-04-29,2014-06-01,2014-05-10,2014-05-16,2014-05-23
14150,2014,150,35,21,19,30,33,7,5,2,20141222,2014-12-22,2014-08-03,2014-07-20,2014-07-18,2014-07-29,2014-08-01,2014-06-01,2014-05-18,2014-05-16,2014-05-27,2014-05-30
14151,2014,151,31,3,26,8,32,12,8,2,20141224,2014-12-24,2014-12-31,2014-12-03,2014-12-26,2014-12-08,2015-01-01,2014-08-27,2014-07-30,2014-08-22,2014-08-04,2014-08-28
14152,2014,152,12,5,18,24,33,5,1,3,20141227,2014-12-27,2014-05-09,2014-05-02,2014-05-15,2014-05-21,2014-05-30,2014-01-10,2014-01-03,2014-01-16,2014-01-22,2014-01-31
14153,2014,153,8,24,1,32,13,5,10,3,20141229,2014-12-29,2014-05-05,2014-05-21,2014-04-28,2014-05-29,2014-05-10,2014-10-06,2014-10-22,2014-09-29,2014-10-30,2014-10-11
14154,2014,154,17,12,5,23,28,9,2,1,20141231,2014-12-31,2014-09-17,2014-09-12,2014-09-05,2014-09-23,2014-09-28,2014-02-12,2014-02-07,2014-01-31,2014-02-18,2014-02-23
15001,2015,1,27,8,19,9,30,7,6,1,20150103,2015-01-03,2015-07-25,2015-07-06,2015-07-17,2015-07-07,2015-07-28,2015-06-27,2015-06-08,2015-06-19,2015-06-09,2015-06-30
15002,2015,2,20,32,3,14,26,6,10,3,20150105,2015-01-05,2015-06-20,2015-07-02,2015-06-03,2015-06-14,2015-06-26,2015-10-17,2015-10-29,2015-09-30,2015-10-11,2015-10-23
15003,2015,3,34,28,19,27,12,1,12,3,20150107,2015-01-07,2015-01-31,2015-01-25,2015-01-16,2015-01-24,2015-01-09,2016-01-02,2015-12-27,2015-12-18,2015-12-26,2015-12-11
15004,2015,4,14,28,12,3,18,5,6,2,20150110,2015-01-10,2015-05-10,2015-05-24,2015-05-08,2015-04-29,2015-05-14,2015-06-14,2015-06-28,2015-06-12,2015-06-03,2015-06-18
15005,2015,5,19,14,11,18,15,7,8,2,20150112,2015-01-12,2015-07-17,2015-07-12,2015-07-09,2015-07-16,2015-07-13,2015-08-14,2015-08-09,2015-08-06,2015-08-13,2015-08-10
15006,2015,6,6,33,8,32,30,3,7,3,20150114,2015-01-14,2015-02-28,2015-03-27,2015-03-02,2015-03-26,2015-03-24,2015-07-04,2015-07-31,2015-07-06,2015-07-30,2015-07-28
15007,2015,7,31,2,7,8,14,4,8,2,20150117,2015-01-17,2015-04-29,2015-03-31,2015-04-05,2015-04-06,2015-04-12,2015-08-26,2015-07-28,2015-08-02,2015-08-03,2015-08-09
15008,2015,8,7,15,11,17,10,10,3,3,20150119,2015-01-19,2015-10-04,2015-10-12,2015-10-08,2015-10-14,2015-10-07,2015-03-01,2015-03-09,2015-03-05,2015-03-11,2015-03-04
15009,2015,9,17,22,26,27,33,10,6,2,20150121,2015-01-21,2015-10-14,2015-10-19,2015-10-23,2015-10-24,2015-10-30,2015-06-17,2015-06-22,2015-06-26,2015-06-27,2015-07-03
15010,2015,10,2,30,6,35,17,7,2,3,20150124,2015-01-24,2015-06-30,2015-07-28,2015-07-04,2015-08-02,2015-07-15,2015-01-27,2015-02-24,2015-01-31,2015-03-01,2015-02-11
15011,2015,11,30,25,13,22,4,6,1,3,20150126,2015-01-26,2015-06-30,2015-06-25,2015-06-13,2015-06-22,2015-06-04,2015-01-27,2015-01-22,2015-01-10,2015-01-19,2015-01-01
15012,2015,12,4,6,31,3,11,5,9,1,20150128,2015-01-28,2015-04-30,2015-05-02,2015-05-27,2015-04-29,2015-05-07,2015-09-03,2015-09-05,2015-09-30,2015-09-02,2015-09-10
15013,2015,13,28,35,25,15,11,7,10,1,20150131,2015-01-31,2015-07-26,2015-08-02,2015-07-23,2015-07-13,2015-07-09,2015-10-25,2015-11-01,2015-10-22,2015-10-12,2015-10-08
15014,2015,14,16,8,35,25,29,3,10,1,20150202,2015-02-02,2015-03-10,2015-03-02,2015-03-29,2015-03-19,2015-03-23,2015-10-13,2015-10-05,2015-11-01,2015-10-22,2015-10-26
15015,2015,15,32,13,5,1,17,4,11,1,20150204,2015-02-04,2015-04-30,2015-04-11,2015-04-03,2015-03-30,2015-04-15,2015-11-26,2015-11-07,2015-10-30,2015-10-26,2015-11-11
15016,2015,16,16,7,6,20,34,9,11,2,20150207,2015-02-07,2015-09-15,2015-09-06,2015-09-05,2015-09-19,2015-10-03,2015-11-10,2015-11-01,2015-10-31,2015-11-14,2015-11-28
15017,2015,17,29,17,16,13,7,1,7,2,20150209,2015-02-09,2015-01-26,2015-01-14,2015-01-13,2015-01-10,2015-01-04,2015-07-27,2015-07-15,2015-07-14,2015-07-11,2015-07-05
15018,2015,18,10,7,4,31,23,7,3,3,20150211,2015-02-11,2015-07-08,2015-07-05,2015-07-02,2015-07-29,2015-07-21,2015-03-04,2015-03-01,2015-02-26,2015-03-25,2015-03-17
15019,2015,19,24,8,22,2,16,1,3,3,20150214,2015-02-14,2015-01-21,2015-01-05,2015-01-19,2014-12-30,2015-01-13,2015-03-18,2015-03-02,2015-03-16,2015-02-24,2015-03-10
15020,2015,20,28,11,29,26,32,4,1,2,20150216,2015-02-16,2015-04-26,2015-04-09,2015-04-27,2015-04-24,2015-04-30,2015-01-25,2015-01-08,2015-01-26,2015-01-23,2015-01-29
15021,2015,21,26,31,23,24,22,5,6,1,20150225,2015-02-25,2015-05-22,2015-05-27,2015-05-19,2015-05-20,2015-05-18,2015-06-26,2015-07-01,2015-06-23,2015-06-24,2015-06-22
15022,2015,22,9,11,14,15,26,12,11,1,20150228,2015-02-28,2015-12-08,2015-12-10,2015-12-13,2015-12-14,2015-12-25,2015-11-03,2015-11-05,2015-11-08,2015-11-09,2015-11-20
15023,2015,23,11,6,22,9,12,11,3,1,20150302,2015-03-02,2015-11-05,2015-10-31,2015-11-16,2015-11-03,2015-11-06,2015-03-05,2015-02-28,2015-03-16,2015-03-03,2015-03-06
15024,2015,24,8,16,34,2,6,4,3,3,20150304,2015-03-04,2015-04-06,2015-04-14,2015-05-02,2015-03-31,2015-04-04,2015-03-02,2015-03-10,2015-03-28,2015-02-24,2015-02-28
15025,2015,25,7,10,22,27,20,11,10,3,20150307,2015-03-07,2015-11-01,2015-11-04,2015-11-16,2015-11-21,2015-11-14,2015-10-04,2015-10-07,2015-10-19,2015-10-24,2015-10-17
15026,2015,26,13,14,11,15,22,8,2,2,20150309,2015-03-09,2015-08-08,2015-08-09,2015-08-06,2015-08-10,2015-08-17,2015-02-07,2015-02-08,2015-02-05,2015-02-09,2015-02-16
15027,2015,27,28,22,21,25,5,10,3,2,20150311,2015-03-11,2015-10-25,2015-10-19,2015-10-18,2015-10-22,2015-10-02,2015-03-22,2015-03-16,2015-03-15,2015-03-19,2015-02-27
15028,2015,28,28,32,9,33,3,10,9,3,20150314,2015-03-14,2015-10-25,2015-10-29,2015-10-06,2015-10-30,2015-09-30,2015-09-27,2015-10-01,2015-09-08,2015-10-02,2015-09-02
15029,2015,29,30,7,10,19,35,3,5,2,20150316,2015-03-16,2015-03-24,2015-03-01,2015-03-04,2015-03-13,2015-03-29,2015-05-26,2015-05-03,2015-05-06,2015-05-15,2015-05-31
15030,2015,30,19,26,31,18,9,2,5,1,20150318,2015-03-18,2015-02-13,2015-02-20,2015-02-25,2015-02-12,2015-02-03,2015-05-15,2015-05-22,2015-05-27,2015-05-14,2015-05-05
15031,2015,31,33,32,29,21,7,4,12,1,20150321,2015-03-21,2015-05-01,2015-04-30,2015-04-27,2015-04-19,2015-04-05,2016-01-01,2015-12-31,2015-12-28,2015-12-20,2015-12-06
15032,2015,32,30,25,27,21,6,11,7,3,20150323,2015-03-23,2015-11-24,2015-11-19,2015-11-21,2015-11-15,2015-10-31,2015-07-28,2015-07-23,2015-07-25,2015-07-19,2015-07-04
15033,2015,33,22,28,26,3,17,7,3,3,20150325,2015-03-25,2015-07-20,2015-07-26,2015-07-24,2015-07-01,2015-07-15,2015-03-16,2015-03-22,2015-03-20,2015-02-25,2015-03-11
15034,2015,34,15,8,18,26,4,9,5,2,20150328,2015-03-28,2015-09-14,2015-09-07,2015-09-17,2015-09-25,2015-09-03,2015-05-11,2015-05-04,2015-05-14,2015-05-22,2015-04-30
15035,2015,35,35,30,24,22,29,10,1,1,20150330,2015-03-30,2015-11-01,2015-10-27,2015-10-21,2015-10-19,2015-10-26,2015-02-01,2015-01-27,2015-01-21,2015-01-19,2015-01-26
15036,2015,36,23,24,20,14,18,4,8,1,20150401,2015-04-01,2015-04-21,2015-04-22,2015-04-18,2015-04-12,2015-04-16,2015-08-18,2015-08-19,2015-08-15,2015-08-09,2015-08-13
15037,2015,37,21,16,31,10,28,8,7,3,20150404,2015-04-04,2015-08-16,2015-08-11,2015-08-26,2015-08-05,2015-08-23,2015-07-19,2015-07-14,2015-07-29,2015-07-08,2015-07-26
15038,2015,38,35,12,22,19,31,8,7,1,20150406,2015-04-06,2015-08-30,2015-08-07,2015-08-17,2015-08-14,2015-08-26,2015-08-02,2015-07-10,2015-07-20,2015-07-17,2015-07-29
15039,2015,39,7,3,6,25,16,1,6,3,20150408,2015-04-08,2015-01-04,2014-12-31,2015-01-03,2015-01-22,2015-01-13,2015-06-07,2015-06-03,2015-06-06,2015-06-25,2015-06-16
15040,2015,40,2,10,23,35,9,12,9,1,20150411,2015-04-11,2015-12-01,2015-12-09,2015-12-22,2016-01-03,2015-12-08,2015-09-01,2015-09-09,2015-09-22,2015-10-04,2015-09-08
15041,2015,41,21,28,23,1,11,1,10,1,20150413,2015-04-13,2015-01-18,2015-01-25,2015-01-20,2014-12-29,2015-01-08,2015-10-18,2015-10-25,2015-10-20,2015-09-28,2015-10-08
15042,2015,42,12,24,17,7,3,2,11,2,20150415,2015-04-15,2015-02-06,2015-02-18,2015-02-11,2015-02-01,2015-01-28,2015-11-06,2015-11-18,2015-11-11,2015-11-01,2015-10-28
15043,2015,43,29,22,2,20,25,2,7,3,20150418,2015-04-18,2015-02-23,2015-02-16,2015-01-27,2015-02-14,2015-02-19,2015-07-27,2015-07-20,2015-06-30,2015-07-18,2015-07-23
15044,2015,44,31,16,27,18,33,1,3,3,20150420,2015-04-20,2015-01-28,2015-01-13,2015-01-24,2015-01-15,2015-01-30,2015-03-25,2015-03-10,2015-03-21,2015-03-12,2015-03-27
15045,2015,45,8,22,30,9,29,12,8,2,20150422,2015-04-22,2015-12-07,2015-12-21,2015-12-29,2015-12-08,2015-12-28,2015-08-03,2015-08-17,2015-08-25,2015-08-04,2015-08-24
15046,2015,46,5,26,22,10,7,4,10,2,20150425,2015-04-25,2015-04-03,2015-04-24,2015-04-20,2015-04-08,2015-04-05,2015-10-02,2015-10-23,2015-10-19,2015-10-07,2015-10-04
15047,2015,47,31,2,23,17,1,12,5,2,20150427,2015-04-27,2015-12-30,2015-12-01,2015-12-22,2015-12-16,2015-11-30,2015-05-27,2015-04-28,2015-05-19,2015-05-13,2015-04-27
15048,2015,48,11,22,10,33,24,9,2,1,20150429,2015-04-29,2015-09-10,2015-09-21,2015-09-09,2015-10-02,2015-09-23,2015-02-05,2015-02-16,2015-02-04,2015-02-27,2015-02-18
15049,2015,49,22,15,9,11,8,8,10,3,20150502,2015-05-02,2015-08-17,2015-08-10,2015-08-04,2015-08-06,2015-08-03,2015-10-19,2015-10-12,2015-10-06,2015-10-08,2015-10-05
15050,2015,50,6,28,7,20,10,7,2,2,20150504,2015-05-04,2015-07-04,2015-07-26,2015-07-05,2015-07-18,2015-07-08,2015-01-31,2015-02-22,2015-02-01,2015-02-14,2015-02-04
15051,2015,51,21,11,1,2,16,1,5,3,20150506,2015-05-06,2015-01-18,2015-01-08,2014-12-29,2014-12-30,2015-01-13,2015-05-17,2015-05-07,2015-04-27,2015-04-28,2015-05-12
15052,2015,52,13,24,19,27,29,7,8,2,20150509,2015-05-09,2015-07-11,2015-07-22,2015-07-17,2015-07-25,2015-07-27,2015-08-08,2015-08-19,2015-08-14,2015-08-22,2015-08-24
15053,2015,53,29,25,32,8,28,4,7,2,20150511,2015-05-11,2015-04-27,2015-04-23,2015-04-30,2015-04-06,2015-04-26,2015-07-27,2015-07-23,2015-07-30,2015-07-06,2015-07-26
15054,2015,54,9,34,15,24,2,3,9,1,20150513,2015-05-13,2015-03-03,2015-03-28,2015-03-09,2015-03-18,2015-02-24,2015-09-08,2015-10-03,2015-09-14,2015-09-23,2015-09-01
15055,2015,55,20,14,30,6,11,5,10,3,20150516,2015-05-16,2015-05-16,2015-05-10,2015-05-26,2015-05-02,2015-05-07,2015-10-17,2015-10-11,2015-10-27,2015-10-03,2015-10-08
15056,2015,56,19,35,26,12,6,3,10,3,20150518,2015-05-18,2015-03-13,2015-03-29,2015-03-20,2015-03-06,2015-02-28,2015-10-16,2015-11-01,2015-10-23,2015-10-09,2015-10-03
15057,2015,57,26,14,5,1,7,6,4,2,20150520,2015-05-20,2015-06-26,2015-06-14,2015-06-05,2015-06-01,2015-06-07,2015-04-24,2015-04-12,2015-04-03,2015-03-30,2015-04-05
15058,2015,58,27,20,10,14,30,12,7,1,20150523,2015-05-23,2015-12-26,2015-12-19,2015-12-09,2015-12-13,2015-12-29,2015-07-25,2015-07-18,2015-07-08,2015-07-12,2015-07-28
15059,2015,59,9,19,23,7,32,3,1,1,20150525,2015-05-25,2015-03-03,2015-03-13,2015-03-17,2015-03-01,2015-03-26,2015-01-06,2015-01-16,2015-01-20,2015-01-04,2015-01-29
15060,2015,60,24,25,26,33,16,11,4,3,20150527,2015-05-27,2015-11-18,2015-11-19,2015-11-20,2015-11-27,2015-11-10,2015-04-22,2015-04-23,2015-04-24,2015-05-01,2015-04-14
15061,2015,61,16,6,8,22,7,10,2,3,20150530,2015-05-30,2015-10-13,2015-10-03,2015-10-05,2015-10-19,2015-10-04,2015-02-10,2015-01-31,2015-02-02,2015-02-16,2015-02-01
15062,2015,62,15,14,7,6,13,1,4,1,20150601,2015-06-01,2015-01-12,2015-01-11,2015-01-04,2015-01-03,2015-01-10,2015-04-13,2015-04-12,2015-04-05,2015-04-04,2015-04-11
15063,2015,63,6,1,35,4,34,4,2,3,20150603,2015-06-03,2015-04-04,2015-03-30,2015-05-03,2015-04-02,2015-05-02,2015-01-31,2015-01-26,2015-03-01,2015-01-29,2015-02-28
15064,2015,64,2,20,31,8,28,7,10,3,20150606,2015-06-06,2015-06-30,2015-07-18,2015-07-29,2015-07-06,2015-07-26,2015-09-29,2015-10-17,2015-10-28,2015-10-05,2015-10-25
15065,2015,65,4,5,7,35,13,11,8,3,20150608,2015-06-08,2015-10-29,2015-10-30,2015-11-01,2015-11-29,2015-11-07,2015-07-30,2015-07-31,2015-08-02,2015-08-30,2015-08-08
15066,2015,66,3,1,29,7,13,10,2,1,20150610,2015-06-10,2015-09-30,2015-09-28,2015-10-26,2015-10-04,2015-10-10,2015-01-28,2015-01-26,2015-02-23,2015-02-01,2015-02-07
15067,2015,67,18,4,27,24,10,4,11,3,20150613,2015-06-13,2015-04-16,2015-04-02,2015-04-25,2015-04-22,2015-04-08,2015-11-12,2015-10-29,2015-11-21,2015-11-18,2015-11-04
15068,2015,68,2,35,20,31,3,8,4,2,20150615,2015-06-15,2015-07-28,2015-08-30,2015-08-15,2015-08-26,2015-07-29,2015-03-31,2015-05-03,2015-04-18,2015-04-29,2015-04-01
15069,2015,69,2,25,11,22,9,1,7,3,20150617,2015-06-17,2014-12-30,2015-01-22,2015-01-08,2015-01-19,2015-01-06,2015-06-30,2015-07-23,2015-07-09,2015-07-20,2015-07-07
15070,2015,70,3,9,12,17,18,4,12,2,20150620,2015-06-20,2015-04-01,2015-04-07,2015-04-10,2015-04-15,2015-04-16,2015-12-02,2015-12-08,2015-12-11,2015-12-16,2015-12-17
15071,2015,71,4,6,13,16,34,4,10,3,20150622,2015-06-22,2015-04-02,2015-04-04,2015-04-11,2015-04-14,2015-05-02,2015-10-01,2015-10-03,2015-10-10,2015-10-13,2015-10-31
15072,2015,72,33,20,21,19,31,9,10,2,20150624,2015-06-24,2015-10-02,2015-09-19,2015-09-20,2015-09-18,2015-09-30,2015-10-30,2015-10-17,2015-10-18,2015-10-16,2015-10-28
15073,2015,73,9,27,26,34,30,6,1,1,20150627,2015-06-27,2015-06-09,2015-06-27,2015-06-26,2015-07-04,2015-06-30,2015-01-06,2015-01-24,2015-01-23,2015-01-31,2015-01-27
15074,2015,74,21,1,12,33,27,9,4,3,20150629,2015-06-29,2015-09-20,2015-08-31,2015-09-11,2015-10-02,2015-09-26,2015-04-19,2015-03-30,2015-04-10,2015-05-01,2015-04-25
15075,2015,75,14,27,13,33,26,10,12,1,20150701,2015-07-01,2015-10-11,2015-10-24,2015-10-10,2015-10-30,2015-10-23,2015-12-13,2015-12-26,2015-12-12,2016-01-01,2015-12-25
15076,2015,76,19,3,21,34,31,12,5,3,20150704,2015-07-04,2015-12-18,2015-12-02,2015-12-20,2016-01-02,2015-12-30,2015-05-15,2015-04-29,2015-05-17,2015-05-30,2015-05-27
15077,2015,77,16,28,22,1,17,2,9,3,20150706,2015-07-06,2015-02-10,2015-02-22,2015-02-16,2015-01-26,2015-02-11,2015-09-15,2015-09-27,2015-09-21,2015-08-31,2015-09-16
15078,2015,78,28,19,33,24,26,1,2,1,20150708,2015-07-08,2015-01-25,2015-01-16,2015-01-30,2015-01-21,2015-01-23,2015-02-22,2015-02-13,2015-02-27,2015-02-18,2015-02-20
15079,2015,79,9,1,24,23,17,4,5,2,20150711,2015-07-11,2015-04-07,2015-03-30,2015-04-22,2015-04-21,2015-04-15,2015-05-05,2015-04-27,2015-05-20,2015-05-19,2015-05-13
15080,2015,80,20,32,30,29,14,3,8,1,20150713,2015-07-13,2015-03-14,2015-03-26,2015-03-24,2015-03-23,2015-03-08,2015-08-15,2015-08-27,2015-08-25,2015-08-24,2015-08-09
15081,2015,81,4,17,3,10,13,9,5,1,20150715,2015-07-15,2015-09-03,2015-09-16,2015-09-02,2015-09-09,2015-09-12,2015-04-30,2015-05-13,2015-04-29,2015-05-06,2015-05-09
15082,2015,82,28,8,33,31,15,3,6,1,20150718,2015-07-18,2015-03-22,2015-03-02,2015-03-27,2015-03-25,2015-03-09,2015-06-28,2015-06-08,2015-07-03,2015-07-01,2015-06-15
15083,2015,83,19,29,16,25,14,10,12,2,20150720,2015-07-20,2015-10-16,2015-10-26,2015-10-13,2015-10-22,2015-10-11,2015-12-18,2015-12-28,2015-12-15,2015-12-24,2015-12-13
15084,2015,84,20,32,21,34,10,7,6,3,20150722,2015-07-22,2015-07-18,2015-07-30,2015-07-19,2015-08-01,2015-07-08,2015-06-20,2015-07-02,2015-06-21,2015-07-04,2015-06-10
15085,2015,85,3,6,16,2,4,12,3,1,20150725,2015-07-25,2015-12-02,2015-12-05,2015-12-15,2015-12-01,2015-12-03,2015-02-25,2015-02-28,2015-03-10,2015-02-24,2015-02-26
15086,2015,86,32,11,9,15,5,9,4,3,20150727,2015-07-27,2015-10-01,2015-09-10,2015-09-08,2015-09-14,2015-09-04,2015-04-30,2015-04-09,2015-04-07,2015-04-13,2015-04-03
15087,2015,87,2,22,5,15,17,1,11,2,20150729,2015-07-29,2014-12-30,2015-01-19,2015-01-02,2015-01-12,2015-01-14,2015-10-27,2015-11-16,2015-10-30,2015-11-09,2015-11-11
15088,2015,88,15,31,28,5,34,11,12,2,20150801,2015-08-01,2015-11-09,2015-11-25,2015-11-22,2015-10-30,2015-11-28,2015-12-14,2015-12-30,2015-12-27,2015-12-04,2016-01-02
15089,2015,89,18,27,20,5,12,12,10,1,20150803,2015-08-03,2015-12-17,2015-12-26,2015-12-19,2015-12-04,2015-12-11,2015-10-15,2015-10-24,2015-10-17,2015-10-02,2015-10-09
15090,2015,90,21,11,9,6,17,6,8,2,20150805,2015-08-05,2015-06-21,2015-06-11,2015-06-09,2015-06-06,2015-06-17,2015-08-16,2015-08-06,2015-08-04,2015-08-01,2015-08-12
15091,2015,91,7,30,28,2,29,7,3,3,20150808,2015-08-08,2015-07-05,2015-07-28,2015-07-26,2015-06-30,2015-07-27,2015-03-01,2015-03-24,2015-03-22,2015-02-24,2015-03-23
15092,2015,92,34,27,2,21,14,8,5,3,20150810,2015-08-10,2015-08-29,2015-08-22,2015-07-28,2015-08-16,2015-08-09,2015-05-30,2015-05-23,2015-04-28,2015-05-17,2015-05-10
15093,2015,93,25,26,27,16,17,4,2,2,20150812,2015-08-12,2015-04-23,2015-04-24,2015-04-25,2015-04-14,2015-04-15,2015-02-19,2015-02-20,2015-02-21,2015-02-10,2015-02-11
15094,2015,94,11,29,3,2,10,3,7,1,20150815,2015-08-15,2015-03-05,2015-03-23,2015-02-25,2015-02-24,2015-03-04,2015-07-09,2015-07-27,2015-07-01,2015-06-30,2015-07-08
15095,2015,95,14,35,34,26,8,5,10,3,20150817,2015-08-17,2015-05-10,2015-05-31,2015-05-30,2015-05-22,2015-05-04,2015-10-11,2015-11-01,2015-10-31,2015-10-23,2015-10-05
15096,2015,96,3,12,21,9,18,2,6,3,20150819,2015-08-19,2015-01-28,2015-02-06,2015-02-15,2015-02-03,2015-02-12,2015-06-03,2015-06-12,2015-06-21,2015-06-09,2015-06-18
15097,2015,97,26,17,16,4,27,1,4,2,20150822,2015-08-22,2015-01-23,2015-01-14,2015-01-13,2015-01-01,2015-01-24,2015-04-24,2015-04-15,2015-04-14,2015-04-02,2015-04-25
15098,2015,98,14,33,27,9,21,6,9,3,20150824,2015-08-24,2015-06-14,2015-07-03,2015-06-27,2015-06-09,2015-06-21,2015-09-13,2015-10-02,2015-09-26,2015-09-08,2015-09-20
15099,2015,99,25,22,9,14,12,10,5,3,20150826,2015-08-26,2015-10-22,2015-10-19,2015-10-06,2015-10-11,2015-10-09,2015-05-21,2015-05-18,2015-05-05,2015-05-10,2015-05-08
15100,2015,100,9,15,23,32,18,5,7,3,20150829,2015-08-29,2015-05-05,2015-05-11,2015-05-19,2015-05-28,2015-05-14,2015-07-07,2015-07-13,2015-07-21,2015-07-30,2015-07-16
15101,2015,101,32,6,17,18,12,12,7,2,20150831,2015-08-31,2015-12-31,2015-12-05,2015-12-16,2015-12-17,2015-12-11,2015-07-30,2015-07-04,2015-07-15,2015-07-16,2015-07-10
15102,2015,102,33,15,11,34,14,3,12,2,20150902,2015-09-02,2015-03-27,2015-03-09,2015-03-05,2015-03-28,2015-03-08,2016-01-01,2015-12-14,2015-12-10,2016-01-02,2015-12-13
15103,2015,103,15,34,9,7,25,10,4,2,20150905,2015-09-05,2015-10-12,2015-10-31,2015-10-06,2015-10-04,2015-10-22,2015-04-13,2015-05-02,2015-04-07,2015-04-05,2015-04-23
